key,rl_time,team,opp_team,rl_PIN_line,rl_PIN_odds,rl_FD_line,rl_FD_odds,rl_HER_line,rl_HER_odds,rl_BVD_line,rl_BVD_odds,rl_BOL_line,rl_BOL_odds,runTime
20121017,away,Washington,Toronto,6.0,1.98,6.0,1.91,,,,,6.0,1.91,2018-09-06 21:32:02.844600
20121017,home,Toronto,Washington,-6.0,1.93,-6.0,1.91,,,,,-6.0,1.91,2018-09-06 21:32:02.844600
20121017,away,Cleveland,Philadelphia,5.5,1.91,5.5,1.91,,,,,6.0,1.87,2018-09-06 21:32:02.844600
20121017,home,Philadelphia,Cleveland,-5.5,2.0,-5.5,1.91,,,,,-6.0,1.95,2018-09-06 21:32:02.844600
20121017,away,Memphis,Houston,4.0,1.95,4.0,1.91,,,,,4.0,1.91,2018-09-06 21:32:02.844600
20121017,home,Houston,Memphis,-4.0,1.95,-4.0,1.91,,,,,-4.0,1.91,2018-09-06 21:32:02.844600
20121017,away,Phoenix,Dallas,4.0,2.0,4.5,1.91,,,,,4.5,1.91,2018-09-06 21:32:02.844600
20121017,home,Dallas,Phoenix,-4.0,1.91,-4.5,1.91,,,,,-4.5,1.91,2018-09-06 21:32:02.844600
20121017,away,Golden State,Sacramento,6.0,1.95,6.0,1.91,,,,,5.5,1.91,2018-09-06 21:32:02.844600
20121017,home,Sacramento,Golden State,-6.0,1.95,-6.0,1.91,,,,,-5.5,1.91,2018-09-06 21:32:02.844600
20121017,away,Denver,Portland,3.5,1.95,3.5,1.91,,,,,3.5,1.91,2018-09-06 21:32:02.844600
20121017,home,Portland,Denver,-3.5,1.95,-3.5,1.91,,,,,-3.5,1.91,2018-09-06 21:32:02.844600
20121017,away,Utah,L.A. Clippers,6.0,1.96,6.0,1.91,,,,,6.0,1.91,2018-09-06 21:32:02.844600
20121017,home,L.A. Clippers,Utah,-6.0,1.94,-6.0,1.91,,,,,-6.0,1.91,2018-09-06 21:32:02.844600
20121018,away,Detroit,Miami,7.5,2.02,7.5,1.91,,,,,7.5,1.91,2018-09-06 21:32:05.090235
20121018,home,Miami,Detroit,-7.5,1.88,-7.5,1.91,,,,,-7.5,1.91,2018-09-06 21:32:05.090235
20121018,away,New Orleans,Atlanta,4.5,2.04,4.5,1.91,,,,,5.0,1.91,2018-09-06 21:32:05.090235
20121018,home,Atlanta,New Orleans,-4.5,1.87,-4.5,1.91,,,,,-5.0,1.91,2018-09-06 21:32:05.090235
20121018,away,Memphis,Milwaukee,4.5,1.95,5.0,1.91,,,,,4.5,1.91,2018-09-06 21:32:05.090235
20121018,home,Milwaukee,Memphis,-4.5,1.95,-5.0,1.91,,,,,-4.5,1.91,2018-09-06 21:32:05.090235
20121018,away,Boston,Brooklyn,3.0,1.96,3.0,1.91,,,,,3.5,1.91,2018-09-06 21:32:05.090235
20121018,home,Brooklyn,Boston,-3.0,1.94,-3.0,1.91,,,,,-3.5,1.91,2018-09-06 21:32:05.090235
20121019,away,New York,Toronto,-1.5,1.96,-1.5,1.91,,,,,-2.0,1.95,2018-09-06 21:32:07.844430
20121019,home,Toronto,New York,1.5,1.94,1.5,1.91,,,,,2.0,1.87,2018-09-06 21:32:07.844430
20121019,away,Indiana,Orlando,-5.0,1.91,-5.5,1.91,,,,,-5.0,1.91,2018-09-06 21:32:07.844430
20121019,home,Orlando,Indiana,5.0,2.0,5.5,1.91,,,,,5.0,1.91,2018-09-06 21:32:07.844430
20121019,away,Philadelphia,Brooklyn,4.5,1.95,4.5,1.91,,,,,4.5,1.91,2018-09-06 21:32:07.844430
20121019,home,Brooklyn,Philadelphia,-4.5,1.95,-4.5,1.91,,,,,-4.5,1.91,2018-09-06 21:32:07.844430
20121019,away,Minnesota,Chicago,7.0,1.91,7.0,1.91,,,,,7.0,1.91,2018-09-06 21:32:07.844430
20121019,home,Chicago,Minnesota,-7.0,2.0,-7.0,1.91,,,,,-7.0,1.91,2018-09-06 21:32:07.844430
20121019,away,Phoenix,Oklahoma City,5.5,1.94,5.5,1.91,,,,,5.5,1.91,2018-09-06 21:32:07.844430
20121019,home,Oklahoma City,Phoenix,-5.5,1.96,-5.5,1.91,,,,,-5.5,1.91,2018-09-06 21:32:07.844430
20121019,away,Sacramento,L.A. Lakers,6.0,1.9,5.5,1.91,,,,,5.5,1.91,2018-09-06 21:32:07.844430
20121019,home,L.A. Lakers,Sacramento,-6.0,2.01,-5.5,1.91,,,,,-5.5,1.91,2018-09-06 21:32:07.844430
20121019,away,Golden State,Portland,6.0,1.94,6.0,1.91,,,,,6.0,1.91,2018-09-06 21:32:07.844430
20121019,home,Portland,Golden State,-6.0,1.96,-6.0,1.91,,,,,-6.0,1.91,2018-09-06 21:32:07.844430
20121020,away,San Antonio,Miami,2.5,1.97,1.5,1.91,,,,,2.0,1.91,2018-09-06 21:32:10.317767
20121020,home,Miami,San Antonio,-2.5,1.93,-1.5,1.91,,,,,-2.0,1.91,2018-09-06 21:32:10.317767
20121020,away,Dallas,Atlanta,5.0,1.97,5.0,1.91,,,,,5.0,1.91,2018-09-06 21:32:10.317767
20121020,home,Atlanta,Dallas,-5.0,1.93,-5.0,1.91,,,,,-5.0,1.91,2018-09-06 21:32:10.317767
20121020,away,Memphis,Indiana,3.5,1.93,3.5,1.91,,,,,3.5,1.91,2018-09-06 21:32:10.317767
20121020,home,Indiana,Memphis,-3.5,1.97,-3.5,1.91,,,,,-3.5,1.91,2018-09-06 21:32:10.317767
20121020,away,New York,Boston,3.5,2.01,4.0,1.91,,,,,3.5,1.91,2018-09-06 21:32:10.317767
20121020,home,Boston,New York,-3.5,1.9,-4.0,1.91,,,,,-3.5,1.91,2018-09-06 21:32:10.317767
20121020,away,Charlotte,Detroit,4.0,1.95,4.0,1.91,,,,,4.0,1.91,2018-09-06 21:32:10.317767
20121020,home,Detroit,Charlotte,-4.0,1.95,-4.0,1.91,,,,,-4.0,1.91,2018-09-06 21:32:10.317767
20121020,away,Washington,Milwaukee,6.0,2.02,6.5,1.91,,,,,6.0,1.91,2018-09-06 21:32:10.317767
20121020,home,Milwaukee,Washington,-6.0,1.88,-6.5,1.91,,,,,-6.0,1.91,2018-09-06 21:32:10.317767
20121020,away,L.A. Clippers,Utah,5.0,1.88,5.0,1.91,,,,,5.5,1.91,2018-09-06 21:32:10.317767
20121020,home,Utah,L.A. Clippers,-5.0,2.02,-5.0,1.91,,,,,-5.5,1.91,2018-09-06 21:32:10.317767
20121021,away,San Antonio,Orlando,-5.0,1.98,-5.0,1.91,,,,,-5.0,1.91,2018-09-06 21:32:12.240861
20121021,home,Orlando,San Antonio,5.0,1.93,5.0,1.91,,,,,5.0,1.91,2018-09-06 21:32:12.240861
20121021,away,Philadelphia,Boston,4.5,2.0,4.5,1.91,,,,,4.5,1.91,2018-09-06 21:32:12.240861
20121021,home,Boston,Philadelphia,-4.5,1.91,-4.5,1.91,,,,,-4.5,1.91,2018-09-06 21:32:12.240861
20121021,away,Denver,Oklahoma City,4.5,2.0,5.0,1.91,,,,,4.5,1.91,2018-09-06 21:32:12.240861
20121021,home,Oklahoma City,Denver,-4.5,1.91,-5.0,1.91,,,,,-4.5,1.91,2018-09-06 21:32:12.240861
20121021,away,Sacramento,L.A. Lakers,5.5,1.97,6.0,1.91,,,,,5.5,1.91,2018-09-06 21:32:12.240861
20121021,home,L.A. Lakers,Sacramento,-5.5,1.93,-6.0,1.91,,,,,-5.5,1.91,2018-09-06 21:32:12.240861
20121022,away,Milwaukee,Toronto,3.0,1.91,+2.5,1.91,,,,,3.0,1.91,2018-09-06 21:32:14.391787
20121022,home,Toronto,Milwaukee,-3.0,2.0,-2.5,1.91,,,,,-3.0,1.91,2018-09-06 21:32:14.391787
20121022,away,New York,Philadelphia,1.5,1.96,PK-11,,,,,,1.5,1.91,2018-09-06 21:32:14.391787
20121022,home,Philadelphia,New York,-1.5,1.94,PK-11,,,,,,-1.5,1.91,2018-09-06 21:32:14.391787
20121022,away,New Orleans,Dallas,4.0,1.96,+4,1.91,,,,,4.0,1.91,2018-09-06 21:32:14.391787
20121022,home,Dallas,New Orleans,-4.0,1.94,-4,1.91,,,,,-4.0,1.91,2018-09-06 21:32:14.391787
20121022,away,Sacramento,Phoenix,4.5,1.97,+4.5,1.91,,,,,4.5,1.91,2018-09-06 21:32:14.391787
20121022,home,Phoenix,Sacramento,-4.5,1.93,-4.5,1.91,,,,,-4.5,1.91,2018-09-06 21:32:14.391787
20121022,away,Utah,Portland,3.0,1.97,+3,1.91,,,,,3.0,1.91,2018-09-06 21:32:14.391787
20121022,home,Portland,Utah,-3.0,1.93,-3,1.91,,,,,-3.0,1.91,2018-09-06 21:32:14.391787
20121022,away,Golden State,L.A. Clippers,6.5,1.93,+6.5,1.91,,,,,6.5,1.91,2018-09-06 21:32:14.391787
20121022,home,L.A. Clippers,Golden State,-6.5,1.97,-6.5,1.91,,,,,-6.5,1.91,2018-09-06 21:32:14.391787
20121023,away,Miami,Charlotte,-8.5,1.93,-8.5,1.91,,,,,-8.5,1.91,2018-09-06 21:32:16.287024
20121023,home,Charlotte,Miami,8.5,1.97,+8.5,1.91,,,,,8.5,1.91,2018-09-06 21:32:16.287024
20121023,away,Indiana,Cleveland,-2.5,1.93,-2.5,1.91,,,,,-2.5,1.91,2018-09-06 21:32:16.287024
20121023,home,Cleveland,Indiana,2.5,1.98,+2.5,1.91,,,,,2.5,1.91,2018-09-06 21:32:16.287024
20121023,away,Oklahoma City,Chicago,5.0,1.97,+5,1.91,,,,,5.5,1.91,2018-09-06 21:32:16.287024
20121023,home,Chicago,Oklahoma City,-5.0,1.93,-5,1.91,,,,,-5.5,1.91,2018-09-06 21:32:16.287024
20121023,away,Phoenix,Golden State,4.0,1.9,+4,1.91,,,,,4.5,1.91,2018-09-06 21:32:16.287024
20121023,home,Golden State,Phoenix,-4.0,2.01,-4,1.91,,,,,-4.5,1.91,2018-09-06 21:32:16.287024
20121024,away,New York,Brooklyn,4.5,1.88,+4.5,1.91,,,,,4.0,1.91,2018-09-06 21:32:18.724726
20121024,home,Brooklyn,New York,-4.5,2.02,-4.5,1.91,,,,,-4.0,1.91,2018-09-06 21:32:18.724726
20121024,away,Orlando,Memphis,6.5,1.93,+6.5,1.91,,,,,6.5,1.91,2018-09-06 21:32:18.724726
20121024,home,Memphis,Orlando,-6.5,1.97,-6.5,1.91,,,,,-6.5,1.91,2018-09-06 21:32:18.724726
20121024,away,Houston,New Orleans,2.0,1.95,+2,1.91,,,,,2.0,1.91,2018-09-06 21:32:18.724726
20121024,home,New Orleans,Houston,-2.0,1.95,-2,1.91,,,,,-2.0,1.91,2018-09-06 21:32:18.724726
20121024,away,Dallas,Oklahoma City,6.5,1.98,+6.5,1.91,,,,,6.5,1.91,2018-09-06 21:32:18.724726
20121024,home,Oklahoma City,Dallas,-6.5,1.93,-6.5,1.91,,,,,-6.5,1.91,2018-09-06 21:32:18.724726
20121024,away,Detroit,Minnesota,3.5,1.87,+3.5,1.91,,,,,3.5,1.87,2018-09-06 21:32:18.724726
20121024,home,Minnesota,Detroit,-3.5,2.04,-3.5,1.91,,,,,-3.5,1.95,2018-09-06 21:32:18.724726
20121024,away,Washington,Miami,7.5,1.93,+7.5,1.91,,,,,7.5,1.91,2018-09-06 21:32:18.724726
20121024,home,Miami,Washington,-7.5,1.98,-7.5,1.91,,,,,-7.5,1.91,2018-09-06 21:32:18.724726
20121024,away,L.A. Lakers,L.A. Clippers,4.5,2.0,+5,1.91,,,,,4.5,1.91,2018-09-06 21:32:18.724726
20121024,home,L.A. Clippers,L.A. Lakers,-4.5,1.91,-5,1.91,,,,,-4.5,1.91,2018-09-06 21:32:18.724726
20121025,away,Milwaukee,Charlotte,-3.5,1.93,-3.5,1.91,,,,,-3.5,1.91,2018-09-06 21:32:20.619212
20121025,home,Charlotte,Milwaukee,3.5,1.98,+3.5,1.91,,,,,3.5,1.91,2018-09-06 21:32:20.619212
20121025,away,Portland,Utah,6.0,2.03,+6.5,1.91,,,,,6.5,1.91,2018-09-06 21:32:20.619212
20121025,home,Utah,Portland,-6.0,1.88,-6.5,1.91,,,,,-6.5,1.91,2018-09-06 21:32:20.619212
20121025,away,Sacramento,L.A. Lakers,4.5,2.0,+4.5,1.91,,,,,4.0,1.91,2018-09-06 21:32:20.619212
20121025,home,L.A. Lakers,Sacramento,-4.5,1.91,-4.5,1.91,,,,,-4.0,1.91,2018-09-06 21:32:20.619212
20121025,away,L.A. Clippers,Denver,5.0,2.0,+5.5,1.91,,,,,5.0,1.91,2018-09-06 21:32:20.619212
20121025,home,Denver,L.A. Clippers,-5.0,1.91,-5.5,1.91,,,,,-5.0,1.91,2018-09-06 21:32:20.619212
20121026,away,Houston,Orlando,-2.0,1.95,-2,1.91,,,,,-2.0,1.91,2018-09-06 21:32:23.828692
20121026,home,Orlando,Houston,2.0,1.95,+2,1.91,,,,,2.0,1.91,2018-09-06 21:32:23.828692
20121026,away,Indiana,Chicago,2.5,1.98,+2.5,1.91,,,,,2.5,1.91,2018-09-06 21:32:23.828692
20121026,home,Chicago,Indiana,-2.5,1.93,-2.5,1.91,,,,,-2.5,1.91,2018-09-06 21:32:23.828692
20121026,away,Atlanta,Detroit,1.0,1.94,+1,1.91,,,,,1.5,1.87,2018-09-06 21:32:23.828692
20121026,home,Detroit,Atlanta,-1.0,1.96,-1,1.91,,,,,-1.5,1.95,2018-09-06 21:32:23.828692
20121026,away,Toronto,Memphis,6.5,1.91,+6.5,1.91,,,,,6.0,1.95,2018-09-06 21:32:23.828692
20121026,home,Memphis,Toronto,-6.5,2.0,-6.5,1.91,,,,,-6.0,1.87,2018-09-06 21:32:23.828692
20121026,away,Minnesota,Milwaukee,4.0,2.0,+4.5,1.91,,,,,4.0,1.95,2018-09-06 21:32:23.828692
20121026,home,Milwaukee,Minnesota,-4.0,1.91,-4.5,1.91,,,,,-4.0,1.87,2018-09-06 21:32:23.828692
20121026,away,New Orleans,Miami,9.5,1.93,+9.5,1.91,,,,,9.5,1.91,2018-09-06 21:32:23.828692
20121026,home,Miami,New Orleans,-9.5,1.98,-9.5,1.91,,,,,-9.5,1.91,2018-09-06 21:32:23.828692
20121026,away,Charlotte,Dallas,7.0,1.97,+7,1.91,,,,,7.0,1.91,2018-09-06 21:32:23.828692
20121026,home,Dallas,Charlotte,-7.0,1.93,-7,1.91,,,,,-7.0,1.91,2018-09-06 21:32:23.828692
20121026,away,Washington,San Antonio,7.0,2.02,+7.5,1.91,,,,,7.0,1.91,2018-09-06 21:32:23.828692
20121026,home,San Antonio,Washington,-7.0,1.88,-7.5,1.91,,,,,-7.0,1.91,2018-09-06 21:32:23.828692
20121026,away,Denver,Phoenix,3.0,1.95,+3,1.91,,,,,3.0,1.91,2018-09-06 21:32:23.828692
20121026,home,Phoenix,Denver,-3.0,1.95,-3,1.91,,,,,-3.0,1.91,2018-09-06 21:32:23.828692
20121030,away,Washington,Cleveland,6.0,1.95,+6,1.91,,,,,6.0,1.93,2018-09-06 21:32:29.939946
20121030,home,Cleveland,Washington,-6.0,1.95,-6,1.91,,,,,-6.0,1.89,2018-09-06 21:32:29.939946
20121030,away,Boston,Miami,6.5,1.95,+6,1.99,,,,,6.5,1.91,2018-09-06 21:32:29.939946
20121030,home,Miami,Boston,-6.5,1.95,-6,1.92,,,,,-6.5,1.91,2018-09-06 21:32:29.939946
20121030,away,Dallas,L.A. Lakers,8.5,1.97,+8.5,1.95,,,,,8.5,1.91,2018-09-06 21:32:29.939946
20121030,home,L.A. Lakers,Dallas,-8.5,1.93,-8.5,1.95,,,,,-8.5,1.91,2018-09-06 21:32:29.939946
20121031,away,Indiana,Toronto,-1.5,1.98,-1,1.91,,,,,-1.5,1.91,2018-09-06 21:32:33.132896
20121031,home,Toronto,Indiana,1.5,1.93,+1,1.91,,,,,1.5,1.91,2018-09-06 21:32:33.132896
20121031,away,Denver,Philadelphia,-1.5,1.93,-2,1.91,,,,,-2.0,1.91,2018-09-06 21:32:33.132896
20121031,home,Philadelphia,Denver,1.5,1.98,+2,1.91,,,,,2.0,1.91,2018-09-06 21:32:33.132896
20121031,away,Houston,Detroit,2.5,1.9,+2.5,1.93,,,,,2.5,1.91,2018-09-06 21:32:33.132896
20121031,home,Detroit,Houston,-2.5,2.01,-2.5,1.97,,,,,-2.5,1.91,2018-09-06 21:32:33.132896
20121031,away,Sacramento,Chicago,6.5,1.93,+6.5,1.93,,,,,6.5,1.91,2018-09-06 21:32:33.132896
20121031,home,Chicago,Sacramento,-6.5,1.98,-6.5,1.97,,,,,-6.5,1.91,2018-09-06 21:32:33.132896
20121031,away,San Antonio,New Orleans,-7.0,1.99,-7,1.99,,,,,-7.0,1.89,2018-09-06 21:32:33.132896
20121031,home,New Orleans,San Antonio,7.0,1.92,+7,1.92,,,,,7.0,1.93,2018-09-06 21:32:33.132896
20121031,away,Dallas,Utah,8.5,1.94,+8,1.98,,,,,8.0,1.91,2018-09-06 21:32:33.132896
20121031,home,Utah,Dallas,-8.5,1.96,-8,1.93,,,,,-8.0,1.91,2018-09-06 21:32:33.132896
20121031,away,Golden State,Phoenix,2.0,1.93,+2,1.97,,,,,2.0,1.91,2018-09-06 21:32:33.132896
20121031,home,Phoenix,Golden State,-2.0,1.97,-2,1.93,,,,,-2.0,1.91,2018-09-06 21:32:33.132896
20121031,away,Memphis,L.A. Clippers,4.0,1.99,+4.5,1.93,,,,,4.5,1.91,2018-09-06 21:32:33.132896
20121031,home,L.A. Clippers,Memphis,-4.0,1.92,-4.5,1.98,,,,,-4.5,1.91,2018-09-06 21:32:33.132896
20121031,away,L.A. Lakers,Portland,-2.0,1.95,-2,1.91,,,,,-2.5,1.91,2018-09-06 21:32:33.132896
20121031,home,Portland,L.A. Lakers,2.0,1.95,+2,1.91,,,,,2.5,1.91,2018-09-06 21:32:33.132896
20121101,away,Oklahoma City,San Antonio,2.0,2.0,+2,1.98,,,,,2.0,1.91,2018-09-06 21:32:34.664731
20121101,home,San Antonio,Oklahoma City,-2.0,1.91,-2,1.93,,,,,-2.0,1.91,2018-09-06 21:32:34.664731
20121102,away,Indiana,Charlotte,-7.0,2.04,-6.5,1.95,,,,,-7.0,1.95,2018-09-06 21:32:39.056800
20121102,home,Charlotte,Indiana,7.0,1.87,+6.5,1.95,,,,,7.0,1.87,2018-09-06 21:32:39.056800
20121102,away,Denver,Orlando,-6.0,1.95,-6,1.98,,,,,-6.0,1.91,2018-09-06 21:32:39.056800
20121102,home,Orlando,Denver,6.0,1.95,+6,1.93,,,,,6.0,1.91,2018-09-06 21:32:39.056800
20121102,away,Milwaukee,Boston,7.5,1.91,+7,1.97,,,,,7.0,1.91,2018-09-06 21:32:39.056800
20121102,home,Boston,Milwaukee,-7.5,2.0,-7,1.93,,,,,-7.0,1.91,2018-09-06 21:32:39.056800
20121102,away,Houston,Atlanta,5.0,1.95,+5.5,1.93,,,,,5.0,1.91,2018-09-06 21:32:39.056800
20121102,home,Atlanta,Houston,-5.0,1.95,-5.5,1.97,,,,,-5.0,1.91,2018-09-06 21:32:39.056800
20121102,away,Chicago,Cleveland,-2.5,1.97,-3,1.95,,,,,-3.0,1.95,2018-09-06 21:32:39.056800
20121102,home,Cleveland,Chicago,2.5,1.93,+3,1.95,,,,,3.0,1.87,2018-09-06 21:32:39.056800
20121102,away,Miami,New York,-6.0,1.92,-6,1.91,,,,,-6.5,1.95,2018-09-06 21:32:39.056800
20121102,home,New York,Miami,6.0,1.99,+6,1.91,,,,,6.5,1.87,2018-09-06 21:32:39.056800
20121102,away,Utah,New Orleans,-3.5,2.0,-3.5,1.95,,,,,-3.5,1.91,2018-09-06 21:32:39.056800
20121102,home,New Orleans,Utah,3.5,1.91,+3.5,1.95,,,,,3.5,1.91,2018-09-06 21:32:39.056800
20121102,away,Portland,Oklahoma City,8.5,1.93,+8.5,1.95,,,,,8.5,1.91,2018-09-06 21:32:39.056800
20121102,home,Oklahoma City,Portland,-8.5,1.97,-8.5,1.95,,,,,-8.5,1.91,2018-09-06 21:32:39.056800
20121102,away,Sacramento,Minnesota,3.0,1.95,+3,1.98,,,,,3.0,1.87,2018-09-06 21:32:39.056800
20121102,home,Minnesota,Sacramento,-3.0,1.95,-3,1.93,,,,,-3.0,1.95,2018-09-06 21:32:39.056800
20121102,away,Detroit,Phoenix,4.5,1.91,+4.5,1.95,,,,,4.5,1.91,2018-09-06 21:32:39.056800
20121102,home,Phoenix,Detroit,-4.5,2.0,-4.5,1.95,,,,,-4.5,1.91,2018-09-06 21:32:39.056800
20121102,away,L.A. Clippers,L.A. Lakers,-1.5,1.97,-1.5,1.93,,,,,-1.5,1.91,2018-09-06 21:32:39.056800
20121102,home,L.A. Lakers,L.A. Clippers,1.5,1.93,+1.5,1.97,,,,,1.5,1.91,2018-09-06 21:32:39.056800
20121102,away,Memphis,Golden State,-1.5,2.02,-1,1.95,,,,,-1.5,1.91,2018-09-06 21:32:39.056800
20121102,home,Golden State,Memphis,1.5,1.88,+1,1.95,,,,,1.5,1.91,2018-09-06 21:32:39.056800
20121103,away,Boston,Washington,-5.5,1.95,-5.5,1.94,,,,,-5.5,1.91,2018-09-06 21:32:42.691179
20121103,home,Washington,Boston,5.5,1.95,+5.5,1.96,,,,,5.5,1.91,2018-09-06 21:32:42.691179
20121103,away,Sacramento,Indiana,7.5,1.92,+7.5,1.95,,,,,7.5,1.91,2018-09-06 21:32:42.691179
20121103,home,Indiana,Sacramento,-7.5,1.99,-7.5,1.95,,,,,-7.5,1.91,2018-09-06 21:32:42.691179
20121103,away,Toronto,Brooklyn,5.5,1.95,+5.5,1.97,,,,,5.5,1.91,2018-09-06 21:32:42.691179
20121103,home,Brooklyn,Toronto,-5.5,1.95,-5.5,1.93,,,,,-5.5,1.91,2018-09-06 21:32:42.691179
20121103,away,Denver,Miami,8.5,1.91,+8.5,1.93,,,,,8.0,1.95,2018-09-06 21:32:42.691179
20121103,home,Miami,Denver,-8.5,2.0,-8.5,1.98,,,,,-8.0,1.87,2018-09-06 21:32:42.691179
20121103,away,New Orleans,Chicago,9.5,1.96,+9.5,1.95,,,,,9.5,1.91,2018-09-06 21:32:42.691179
20121103,home,Chicago,New Orleans,-9.5,1.94,-9.5,1.95,,,,,-9.5,1.91,2018-09-06 21:32:42.691179
20121103,away,Portland,Houston,5.5,1.95,+5.5,1.95,,,,,5.5,1.91,2018-09-06 21:32:42.691179
20121103,home,Houston,Portland,-5.5,1.95,-5.5,1.95,,,,,-5.5,1.91,2018-09-06 21:32:42.691179
20121103,away,Cleveland,Milwaukee,7.0,1.95,+7,1.91,,,,,7.0,1.91,2018-09-06 21:32:42.691179
20121103,home,Milwaukee,Cleveland,-7.0,1.95,-7,1.91,,,,,-7.0,1.91,2018-09-06 21:32:42.691179
20121103,away,Charlotte,Dallas,10.0,1.93,+10,1.91,,,,,10.0,1.91,2018-09-06 21:32:42.691179
20121103,home,Dallas,Charlotte,-10.0,1.98,-10,1.91,,,,,-10.0,1.91,2018-09-06 21:32:42.691179
20121103,away,Utah,San Antonio,7.5,1.93,+7.5,1.91,,,,,7.5,1.91,2018-09-06 21:32:42.691179
20121103,home,San Antonio,Utah,-7.5,1.98,-7.5,1.91,,,,,-7.5,1.91,2018-09-06 21:32:42.691179
20121103,away,Golden State,L.A. Clippers,8.5,1.93,+8.5,1.97,,,,,9.0,1.91,2018-09-06 21:32:42.691179
20121103,home,L.A. Clippers,Golden State,-8.5,1.98,-8.5,1.93,,,,,-9.0,1.91,2018-09-06 21:32:42.691179
20121104,away,Philadelphia,New York,3.5,1.99,+3.5,1.98,,,,,+3.5,1.91,2018-09-06 21:32:45.223899
20121104,home,New York,Philadelphia,-3.5,1.92,-3.5,1.93,,,,,-3.5,1.91,2018-09-06 21:32:45.223899
20121104,away,Phoenix,Orlando,1.0,1.88,+1,1.89,,,,,PK-11,,2018-09-06 21:32:45.223899
20121104,home,Orlando,Phoenix,-1.0,2.02,-1,2.02,,,,,PK-11,,2018-09-06 21:32:45.223899
20121104,away,Minnesota,Toronto,3.5,1.95,+3.5,1.91,,,,,+3.5,1.91,2018-09-06 21:32:45.223899
20121104,home,Toronto,Minnesota,-3.5,1.95,-3.5,1.91,,,,,-3.5,1.91,2018-09-06 21:32:45.223899
20121104,away,Atlanta,Oklahoma City,9.0,1.94,+9,1.98,,,,,+9,1.91,2018-09-06 21:32:45.223899
20121104,home,Oklahoma City,Atlanta,-9.0,1.96,-9,1.93,,,,,-9,1.91,2018-09-06 21:32:45.223899
20121104,away,Detroit,L.A. Lakers,7.5,2.02,+8,1.95,,,,,+7.5,1.91,2018-09-06 21:32:45.223899
20121104,home,L.A. Lakers,Detroit,-7.5,1.88,-8,1.95,,,,,-7.5,1.91,2018-09-06 21:32:45.223899
20121105,away,New York,Philadelphia,2.5,2.0,+2.5,1.91,,,,,+2.5,1.91,2018-09-06 21:32:48.659025
20121105,home,Philadelphia,New York,-2.5,1.91,-2.5,1.91,,,,,-2.5,1.91,2018-09-06 21:32:48.659025
20121105,away,Minnesota,Brooklyn,7.5,2.0,+8,1.93,,,,,+7.5,1.91,2018-09-06 21:32:48.659025
20121105,home,Brooklyn,Minnesota,-7.5,1.91,-8,1.98,,,,,-7.5,1.91,2018-09-06 21:32:48.659025
20121105,away,Phoenix,Miami,13.0,1.95,+13,1.95,,,,,+13,1.91,2018-09-06 21:32:48.659025
20121105,home,Miami,Phoenix,-13.0,1.95,-13,1.95,,,,,-13,1.91,2018-09-06 21:32:48.659025
20121105,away,Utah,Memphis,5.0,2.0,+5.5,1.93,,,,,+5,1.91,2018-09-06 21:32:48.659025
20121105,home,Memphis,Utah,-5.0,1.91,-5.5,1.98,,,,,-5,1.91,2018-09-06 21:32:48.659025
20121105,away,Portland,Dallas,4.0,1.93,+4,1.95,,,,,+4,1.91,2018-09-06 21:32:48.659025
20121105,home,Dallas,Portland,-4.0,1.97,-4,1.95,,,,,-4,1.91,2018-09-06 21:32:48.659025
20121105,away,Indiana,San Antonio,8.5,1.91,+8.5,1.95,,,,,+8.5,1.91,2018-09-06 21:32:48.659025
20121105,home,San Antonio,Indiana,-8.5,2.0,-8.5,1.95,,,,,-8.5,1.91,2018-09-06 21:32:48.659025
20121105,away,Golden State,Sacramento,2.0,2.02,+2,1.98,,,,,+2,1.91,2018-09-06 21:32:48.659025
20121105,home,Sacramento,Golden State,-2.0,1.88,-2,1.93,,,,,-2,1.91,2018-09-06 21:32:48.659025
20121105,away,Cleveland,L.A. Clippers,10.0,1.91,+10,1.93,,,,,+10,1.91,2018-09-06 21:32:48.659025
20121105,home,L.A. Clippers,Cleveland,-10.0,2.0,-10,1.98,,,,,-10,1.91,2018-09-06 21:32:48.659025
20121106,away,Orlando,Chicago,9.0,2.0,+9,1.97,,,,,+9,1.91,2018-09-06 21:32:50.623723
20121106,home,Chicago,Orlando,-9.0,1.91,-9,1.93,,,,,-9,1.91,2018-09-06 21:32:50.623723
20121106,away,Toronto,Oklahoma City,9.0,1.93,+9,1.96,,,,,+9,1.91,2018-09-06 21:32:50.623723
20121106,home,Oklahoma City,Toronto,-9.0,1.97,-9,1.94,,,,,-9,1.91,2018-09-06 21:32:50.623723
20121106,away,Detroit,Denver,10.0,1.97,+10,1.91,,,,,+10,1.91,2018-09-06 21:32:50.623723
20121106,home,Denver,Detroit,-10.0,1.93,-10,1.91,,,,,-10,1.91,2018-09-06 21:32:50.623723
20121107,away,Phoenix,Charlotte,-3.0,1.95,-2.5,1.83,,,,,-3,1.91,2018-09-06 21:32:56.181398
20121107,home,Charlotte,Phoenix,3.0,1.95,+2.5,2.0,,,,,+3,1.91,2018-09-06 21:32:56.181398
20121107,away,Brooklyn,Miami,10.0,1.99,+10,1.95,,,,,+10.5,1.91,2018-09-06 21:32:56.181398
