HOME_HT_FG3M,HOME_HT_FG3A,HOME_HT_FTM,HOME_HT_FTA,HOME_HT_OREB,HOME_HT_DREB,HOME_HT_AST,HOME_HT_STL,HOME_HT_BLK,HOME_HT_TO,HOME_HT_PF,HOME_HT_PTS,HOME_HT_FG2M,HOME_HT_FG2A,HOME_HT_Best_PTS_Player,HOME_HT_Second_Best_PTS_Player,HOME_HT_Best__Players_PF,AWAY_HT_FG3M,AWAY_HT_FG3A,AWAY_HT_FTM,AWAY_HT_FTA,AWAY_HT_OREB,AWAY_HT_DREB,AWAY_HT_AST,AWAY_HT_STL,AWAY_HT_BLK,AWAY_HT_TO,AWAY_HT_PF,AWAY_HT_PTS,AWAY_HT_FG2M,AWAY_HT_FG2A,AWAY_HT_Best_PTS_Player,AWAY_HT_Second_Best_PTS_Player,AWAY_HT_Best__Players_PF,HOME_FT_FG3M,HOME_FT_FG3A,HOME_FT_FTM,HOME_FT_FTA,HOME_FT_OREB,HOME_FT_DREB,HOME_FT_AST,HOME_FT_STL,HOME_FT_BLK,HOME_FT_TO,HOME_FT_PF,HOME_FT_PTS,HOME_FT_FG2M,HOME_FT_FG2A,HOME_FT_Best_PTS_Player,HOME_FT_Second_Best_PTS_Player,AWAY_FT_FG3M,AWAY_FT_FG3A,AWAY_FT_FTM,AWAY_FT_FTA,AWAY_FT_OREB,AWAY_FT_DREB,AWAY_FT_AST,AWAY_FT_STL,AWAY_FT_BLK,AWAY_FT_TO,AWAY_FT_PF,AWAY_FT_PTS,AWAY_FT_FG2M,AWAY_FT_FG2A,AWAY_FT_Best_PTS_Player,AWAY_FT_Second_Best_PTS_Player,HOME,AWAY,GAME_ID,tot_HT,tot,date,game_time
1,5,4,4,4,10,7,4,3,11,11,41,17,32,16,8,1.5,2,8,11,13,8,13,11,7,3,8,9,51,17,30,11,10,1,4,15,12,14,7,22,17,5,5,18,20,84,30,56,26,11,4,13,19,21,13,26,16,10,5,13,17,99,34,65,19,18,MEM,NOP,21300065,92,183,"WEDNESDAY, NOVEMBER 6, 2013",02:11
7,13,8,9,4,14,16,3,2,9,7,55,13,23,15,7,1.5,7,12,2,5,5,12,12,5,1,7,8,53,15,27,12,9,1,13,24,24,26,9,32,25,3,4,14,18,109,23,49,28,23,12,28,16,22,12,27,20,10,2,9,21,104,26,57,29,21,MIL,CLE,21300066,108,213,"WEDNESDAY, NOVEMBER 6, 2013",02:14
1,5,10,10,3,17,12,2,3,8,11,47,17,41,16,10,0.666666667,0,8,10,14,6,20,8,5,3,8,14,50,20,36,16,10,1.5,4,16,21,27,10,30,22,6,3,19,19,93,30,74,25,23,8,20,14,20,9,40,23,12,11,21,29,106,34,64,30,22,MIN,GSW,21300067,97,199,"WEDNESDAY, NOVEMBER 6, 2013",02:12
2,6,9,11,1,19,12,2,4,8,10,51,18,36,12,9,1,4,9,3,4,2,20,7,3,2,7,8,53,19,38,18,8,1.5,6,16,11,15,6,33,25,5,7,14,17,99,35,69,20,19,7,19,5,9,5,38,14,7,5,18,17,96,35,66,23,15,SAS,PHX,21300068,104,195,"WEDNESDAY, NOVEMBER 6, 2013",02:04
3,8,8,11,1,15,17,5,3,5,6,57,20,34,15,13,0,6,10,5,6,6,18,10,3,2,10,7,51,14,35,12,12,1,5,13,16,23,10,34,28,10,5,23,17,107,38,66,23,22,9,23,12,14,11,25,17,12,2,21,16,93,27,62,20,17,OKC,DAL,21300069,108,200,"WEDNESDAY, NOVEMBER 6, 2013",02:26
7,13,7,10,5,20,14,3,5,10,10,54,13,30,8,8,1.25,3,13,6,10,8,17,14,6,5,6,10,51,18,36,15,11,1,14,25,11,17,10,35,28,4,9,16,18,109,28,61,23,15,8,26,13,19,13,33,31,11,9,11,23,107,35,69,29,21,DEN,ATL,21300071,105,216,"THURSDAY, NOVEMBER 7, 2013",02:14
3,8,7,11,1,11,15,2,1,11,12,52,18,27,14,8,1.25,4,13,12,15,5,14,14,6,1,8,10,56,16,25,13,13,1,5,16,21,33,8,22,27,6,3,16,23,102,33,55,29,18,8,24,17,21,9,29,22,8,1,17,30,97,28,49,27,15,MIA,LAC,21300070,108,199,"THURSDAY, NOVEMBER 7, 2013",02:36
2,13,18,27,5,15,9,6,4,7,7,50,13,30,20,8,0,11,14,5,6,5,19,18,5,4,12,18,64,13,34,11,10,1,7,28,33,52,8,36,17,12,7,17,17,98,22,50,35,16,16,35,11,15,13,34,26,8,6,24,36,99,20,57,18,16,HOU,LAL,21300072,114,197,"THURSDAY, NOVEMBER 7, 2013",02:41
0,5,19,20,7,19,6,1,4,8,9,47,14,32,12,10,0.666666667,4,15,3,6,11,10,14,3,5,3,12,51,18,39,16,15,1.5,4,16,25,30,10,32,13,4,8,14,15,91,27,60,25,18,12,26,5,9,12,25,25,5,9,12,22,101,30,64,28,25,CHA,NYK,21300073,98,192,"FRIDAY, NOVEMBER 8, 2013",02:16
3,11,7,9,2,14,11,1,1,5,9,44,14,31,12,11,0.5,3,8,7,7,6,17,10,2,5,7,13,46,15,32,22,6,2,6,21,13,16,9,29,21,5,6,15,19,93,31,58,23,22,6,18,14,16,15,27,16,7,6,15,22,84,26,63,30,12,IND,TOR,21300074,90,177,"FRIDAY, NOVEMBER 8, 2013",02:09
1,7,12,19,7,24,9,3,2,10,11,49,17,34,12,11,2,1,7,11,15,9,15,8,5,3,6,13,46,16,41,11,6,1.25,4,21,19,29,16,40,19,4,4,20,24,89,29,63,23,14,2,14,21,26,19,31,19,11,5,11,24,91,32,81,16,14,ORL,BOS,21300075,95,180,"FRIDAY, NOVEMBER 8, 2013",02:26
4,10,2,2,2,18,15,2,4,10,10,44,15,29,13,10,1,4,14,4,6,10,15,13,5,2,5,6,42,13,36,10,10,0.5,7,21,7,9,12,35,25,5,8,17,18,94,33,63,22,18,9,26,10,14,18,25,22,9,4,13,12,79,21,64,18,13,PHI,CLE,21300076,86,173,"FRIDAY, NOVEMBER 8, 2013",01:59
7,13,2,2,2,13,15,3,2,6,10,53,15,31,14,12,1,4,10,10,14,5,20,12,5,1,5,8,58,18,37,18,8,1.5,9,22,14,20,7,25,26,9,4,15,16,99,29,60,25,20,5,22,18,23,11,37,21,10,3,19,23,99,33,61,23,16,WAS,BKN,21300077,111,198,"FRIDAY, NOVEMBER 8, 2013",02:34
3,13,6,12,11,15,11,5,3,7,10,51,18,36,13,11,1,4,9,13,15,10,17,11,5,6,7,10,55,15,35,16,11,0.5,11,31,21,27,16,26,22,10,6,13,27,110,28,60,25,22,6,17,39,44,17,35,22,9,9,13,22,119,31,65,37,20,DET,OKC,21300078,106,229,"FRIDAY, NOVEMBER 8, 2013",02:24
3,9,12,14,12,15,14,4,3,7,12,55,17,41,17,15,2,2,8,10,15,8,15,8,4,4,9,11,56,20,36,12,12,1,8,20,26,30,16,28,26,8,6,14,15,116,33,69,32,32,10,22,10,15,14,26,21,9,7,17,21,108,34,68,23,21,MIN,DAL,21300080,111,224,"FRIDAY, NOVEMBER 8, 2013",02:13
2,5,9,11,5,20,14,6,4,15,13,51,18,28,14,11,1,4,11,10,13,8,7,9,9,2,7,10,40,9,36,9,7,1,3,8,18,25,11,37,26,12,6,20,24,97,35,64,19,18,7,21,16,25,17,23,18,13,4,17,21,73,18,65,15,10,CHI,UTA,21300079,91,170,"FRIDAY, NOVEMBER 8, 2013",02:12
2,3,9,13,7,16,15,4,5,5,12,55,20,41,15,12,1,1,8,13,20,9,15,10,2,2,6,9,48,16,33,10,9,1.5,3,9,17,22,11,39,25,10,8,8,22,96,35,79,32,16,6,19,17,26,12,36,19,2,4,14,18,85,25,61,16,13,NOP,LAL,21300081,103,181,"FRIDAY, NOVEMBER 8, 2013",02:11
2,7,6,10,3,20,12,5,2,8,10,40,14,31,11,7,0.5,2,8,1,2,3,21,8,5,2,10,9,33,13,32,7,7,1,5,19,9,18,11,31,19,9,3,12,18,76,26,60,18,13,8,20,8,10,6,40,16,7,4,19,20,74,21,51,21,13,SAS,GSW,21300082,73,150,"FRIDAY, NOVEMBER 8, 2013",02:11
5,10,11,16,8,19,14,5,3,8,12,64,19,37,14,13,1,3,9,12,16,5,13,8,3,0,10,13,47,13,31,7,6,0.5,9,20,25,32,11,37,21,11,3,20,22,114,31,63,28,18,8,22,23,28,7,30,17,11,2,20,26,103,28,58,29,19,PHX,DEN,21300083,111,217,"FRIDAY, NOVEMBER 8, 2013",02:22
7,15,3,4,5,16,15,2,3,8,6,54,15,26,12,9,0.5,5,10,2,2,5,11,12,5,0,6,10,49,16,34,18,7,0.333333333,10,23,16,18,11,36,28,4,5,17,18,104,29,57,22,20,6,22,13,15,8,23,20,11,1,11,24,91,30,64,35,13,POR,SAC,21300084,103,195,"FRIDAY, NOVEMBER 8, 2013",02:05
7,13,9,9,8,12,14,7,2,5,8,62,16,33,9,9,0.5,1,8,7,8,6,12,9,4,5,11,11,36,13,26,10,8,2.5,10,25,25,29,13,27,23,8,4,12,20,115,30,58,23,18,3,18,20,24,12,25,20,7,5,14,24,91,31,59,24,17,TOR,UTA,21300085,98,206,"SATURDAY, NOVEMBER 9, 2013",02:07
3,11,1,2,3,14,17,4,4,7,6,46,18,31,9,9,0,2,6,3,7,8,12,9,5,1,8,7,45,18,39,10,8,0.5,6,20,12,17,7,32,36,9,6,12,15,104,37,71,19,18,8,17,10,18,9,27,22,9,2,17,24,94,30,65,21,13,ATL,ORL,21300086,91,198,"SATURDAY, NOVEMBER 9, 2013",02:13
5,16,2,2,7,18,15,4,3,11,5,53,18,31,14,12,0,4,10,6,6,2,13,12,6,2,8,6,48,15,31,14,10,1,11,27,18,23,12,31,24,7,6,18,20,107,28,56,30,20,9,21,20,23,6,26,22,10,2,14,17,107,30,59,27,25,CLE,PHI,21300088,101,214,"SATURDAY, NOVEMBER 9, 2013",02:58
4,9,4,5,4,16,12,3,2,4,9,46,15,33,8,8,0.5,3,8,5,5,4,17,12,2,1,5,7,44,15,33,10,9,0.5,8,19,13,16,7,31,20,9,2,15,21,91,27,57,17,17,7,14,15,20,11,31,24,9,3,13,18,96,30,66,24,18,BKN,IND,21300087,90,187,"SATURDAY, NOVEMBER 9, 2013",02:14
2,4,13,19,2,12,14,2,2,5,8,59,20,32,13,10,0.25,5,9,7,9,4,12,11,1,3,8,14,60,19,31,11,8,1,5,10,23,34,4,27,26,4,7,10,13,110,36,61,25,20,11,22,9,12,11,28,24,4,5,12,25,114,36,68,24,18,MIA,BOS,21300089,119,224,"SATURDAY, NOVEMBER 9, 2013",02:20
5,16,6,11,6,18,16,6,4,7,7,55,17,26,16,10,1,4,15,2,4,7,13,13,2,2,8,13,46,16,31,16,8,233.333.333.333,7,26,17,27,10,32,21,10,5,18,23,94,28,52,23,21,9,24,14,23,15,30,26,10,7,13,28,107,33,64,22,22,HOU,LAC,21300090,101,201,"SATURDAY, NOVEMBER 9, 2013",02:25
2,7,10,14,5,15,11,5,3,6,7,54,19,36,14,9,1.5,5,11,9,13,4,14,10,4,2,9,12,50,13,26,17,12,1.5,5,13,19,25,8,36,25,8,5,16,23,108,37,66,23,20,10,30,14,26,9,24,17,8,3,17,24,90,23,48,22,19,MEM,GSW,21300091,104,198,"SATURDAY, NOVEMBER 9, 2013",02:17
7,12,3,5,3,16,7,2,1,11,9,40,8,30,13,7,1.5,5,9,10,10,3,21,12,7,3,8,8,55,15,31,12,9,1,11,24,10,16,11,31,16,7,2,20,21,83,20,58,28,19,6,19,19,21,12,35,17,11,6,19,18,91,27,59,18,16,MIL,DAL,21300092,95,174,"SATURDAY, NOVEMBER 9, 2013",02:08
2,6,2,2,2,11,10,3,1,6,10,38,15,31,10,8,1,4,8,3,8,11,17,13,3,0,6,8,45,15,34,16,8,0.5,3,12,10,14,8,25,17,7,2,10,20,85,33,66,33,13,9,20,15,22,19,33,25,6,2,12,17,96,27,62,22,21,SAC,POR,21300093,83,181,"SATURDAY, NOVEMBER 9, 2013",02:03
2,9,9,12,2,11,7,3,1,4,12,45,15,33,14,13,1.5,6,14,13,16,1,21,10,3,3,8,10,61,15,20,12,12,1,6,22,21,29,9,24,16,6,1,10,22,89,25,60,16,16,12,28,26,30,9,42,22,5,4,13,19,120,29,48,24,18,NYK,SAS,21300094,106,209,"SUNDAY, NOVEMBER 10, 2013",02:11
1,8,10,13,6,21,8,6,4,8,9,37,12,32,12,9,1,4,11,6,15,6,22,9,3,4,7,10,42,12,31,11,11,1.5,6,18,16,20,14,37,20,7,7,16,18,96,31,64,29,23,12,27,11,23,7,30,22,5,7,11,18,99,26,54,31,15,OKC,WAS,21300095,79,195,"SUNDAY, NOVEMBER 10, 2013",02:32
2,6,12,17,5,16,11,3,0,4,6,54,18,37,16,10,1,4,15,8,9,2,18,13,2,1,8,12,46,13,24,8,8,1,5,13,23,29,10,30,22,4,0,14,24,94,28,68,19,16,10,27,23,28,6,35,26,7,3,13,22,103,25,49,24,16,CHA,ATL,21300098,100,197,"MONDAY, NOVEMBER 11, 2013",02:21
1,12,9,12,8,18,5,6,5,4,5,42,15,34,13,6,0.6,2,7,0,0,5,21,9,2,3,11,9,38,16,36,14,8,0.666666667,7,22,18,23,10,30,14,10,11,14,16,101,31,56,24,23,4,13,12,13,14,29,20,6,3,15,20,94,35,75,22,16,PHX,NOP,21300096,80,195,"SUNDAY, NOVEMBER 10, 2013",02:07
3,10,7,14,10,17,12,3,1,10,9,48,16,38,8,8,0.666666667,7,11,10,13,4,22,17,8,1,8,11,67,18,36,20,19,1,10,26,10,18,16,30,24,8,8,18,16,90,25,66,19,16,10,20,15,19,12,41,29,14,5,21,15,113,34,70,27,25,LAL,MIN,21300097,115,203,"SUNDAY, NOVEMBER 10, 2013",02:04
1,4,8,9,3,15,15,3,3,6,8,59,24,36,12,10,1,5,13,3,5,8,11,16,2,2,8,11,50,16,33,10,8,133.333.333.333,5,12,13,15,8,28,28,11,7,13,19,120,46,73,24,16,7,18,20,23,14,23,27,7,4,18,18,105,32,67,18,17,BOS,ORL,21300101,109,225,"MONDAY, NOVEMBER 11, 2013",02:06
3,10,5,5,4,16,8,4,6,8,4,38,12,33,15,10,0.5,8,16,3,4,3,23,15,5,2,8,5,57,15,27,12,11,1,5,19,12,16,11,29,19,4,9,15,12,85,29,63,20,17,13,28,8,11,11,39,29,9,2,12,15,109,31,61,18,14,PHI,SAS,21300100,95,194,"MONDAY, NOVEMBER 11, 2013",01:55
3,12,3,3,7,23,16,1,6,8,10,46,17,31,10,8,1.75,1,5,10,13,2,13,9,5,3,2,8,39,13,36,9,8,1,6,19,15,18,9,37,25,5,9,13,22,95,31,57,23,13,4,8,13,19,7,25,19,6,4,10,20,79,27,67,15,12,IND,MEM,21300099,85,174,"MONDAY, NOVEMBER 11, 2013",02:12
3,9,8,8,6,12,12,4,4,5,8,45,14,33,9,6,0.8,3,6,5,7,8,14,6,3,4,12,8,36,11,31,7,7,0.666666667,4,16,24,26,14,27,24,9,7,11,21,96,30,67,17,16,5,14,14,20,11,27,13,7,11,18,22,81,26,61,16,14,CHI,CLE,21300102,81,177,"MONDAY, NOVEMBER 11, 2013",02:12
2,10,13,17,7,19,10,6,8,8,11,47,14,29,17,9,1.5,1,8,10,12,9,14,4,3,2,9,13,33,10,35,8,7,1,5,21,22,37,11,35,19,7,13,20,23,87,25,50,22,18,5,18,16,20,15,28,10,10,5,12,29,87,28,74,23,19,HOU,TOR,21300103,80,174,"MONDAY, NOVEMBER 11, 2013",03:17
8,14,4,4,5,16,11,3,1,8,7,58,15,28,15,14,1.5,2,6,9,12,9,14,13,6,0,4,3,55,20,40,11,11,0,11,23,14,15,13,31,23,7,2,15,16,109,31,59,25,18,3,14,16,21,18,24,20,10,2,8,13,103,39,77,28,19,POR,DET,21300105,113,212,"MONDAY, NOVEMBER 11, 2013",02:16
2,7,7,10,2,14,5,3,4,7,11,45,16,31,18,6,1.25,2,9,8,9,8,19,9,2,0,10,13,46,16,32,8,8,1,3,17,16,23,9,26,11,4,6,14,22,81,28,60,22,21,5,17,23,27,13,39,18,5,1,14,28,100,31,63,17,15,UTA,DEN,21300104,91,181,"MONDAY, NOVEMBER 11, 2013",02:13
2,8,3,6,2,18,19,4,2,5,7,59,25,38,13,8,1,6,11,6,8,5,14,18,1,1,5,7,58,17,37,17,16,1.5,4,16,17,28,6,37,30,9,2,14,17,109,40,64,25,21,11,29,16,18,16,29,27,7,2,12,25,107,29,67,30,23,LAC,MIN,21300106,117,216,"MONDAY, NOVEMBER 11, 2013",02:13
4,8,14,16,5,17,18,1,1,6,12,62,18,29,17,13,2,0,5,9,13,6,10,7,4,2,5,14,41,16,35,11,10,2.5,8,16,21,26,10,33,28,5,3,23,25,113,34,54,25,17,3,18,18,27,16,18,16,12,4,12,25,95,34,69,16,15,GSW,DET,21300109,103,208,"TUESDAY, NOVEMBER 12, 2013",02:12
5,11,8,12,7,19,15,5,1,7,8,61,19,34,13,11,1,4,14,9,15,5,17,11,7,3,9,9,49,14,26,11,10,1.5,10,26,13,19,11,31,25,9,2,15,20,105,31,58,19,19,9,26,20,29,11,33,24,12,4,19,20,95,24,49,27,14,DAL,WAS,21300108,110,200,"TUESDAY, NOVEMBER 12, 2013",02:18
4,6,8,14,1,20,15,6,4,9,7,56,18,33,16,13,0.5,7,14,8,10,4,17,10,7,1,11,10,45,8,26,7,7,1,12,23,14,24,5,35,29,9,7,13,17,118,34,56,33,19,11,30,18,21,8,26,19,10,1,18,15,95,22,49,18,18,MIA,MIL,21300107,101,213,"TUESDAY, NOVEMBER 12, 2013",02:06
4,8,9,10,4,20,13,4,2,8,13,55,17,30,11,10,1,0,5,7,10,3,10,11,5,0,8,12,39,16,35,6,6,166.666.666.667,11,20,17,21,9,44,33,7,4,19,31,116,33,59,21,17,3,10,24,33,9,22,23,11,3,13,20,95,31,74,17,15,LAL,NOP,21300110,94,211,"TUESDAY, NOVEMBER 12, 2013",02:07
2,11,9,12,7,13,8,3,2,6,9,45,15,31,9,8,133.333.333.333,2,5,12,13,7,18,10,5,3,8,10,54,18,36,15,12,0.666666667,9,26,15,21,13,32,20,7,8,15,17,96,27,57,36,17,5,13,20,22,7,32,16,9,7,18,19,91,28,61,25,20,ORL,MIL,21300111,99,187,"WEDNESDAY, NOVEMBER 13, 2013",02:13
4,13,7,10,6,16,11,3,1,5,11,43,12,31,12,7,1,2,5,13,16,8,20,12,4,2,7,8,51,16,38,12,8,1.5,7,21,18,25,10,35,15,5,2,15,26,83,22,56,19,16,3,12,26,30,12,38,16,8,5,11,20,89,27,70,22,13,BOS,CHA,21300113,94,172,"WEDNESDAY, NOVEMBER 13, 2013",02:21
5,10,7,11,9,12,15,3,2,3,13,60,19,39,15,13,1.5,7,19,10,16,7,12,17,1,6,5,11,57,13,24,16,16,1.5,11,24,15,22,13,30,29,10,7,12,20,106,29,71,34,18,13,35,15,24,12,35,30,8,13,16,21,106,26,50,28,22,PHI,HOU,21300112,117,212,"WEDNESDAY, NOVEMBER 13, 2013",02:41
1,9,5,7,4,15,12,2,3,9,13,44,18,35,11,10,0.5,7,9,16,20,3,16,11,7,3,6,10,55,9,25,14,13,0,6,21,11,17,11,29,24,6,5,17,24,87,29,61,29,18,8,15,33,39,9,28,14,12,6,13,21,103,23,52,23,21,MEM,TOR,21300114,99,190,"WEDNESDAY, NOVEMBER 13, 2013",02:19
6,10,14,15,5,20,15,4,1,6,10,70,19,30,19,17,0.5,3,9,8,9,4,8,7,4,1,7,10,47,15,33,11,10,2,11,22,23,26,8,41,34,5,5,9,20,124,34,60,33,27,5,16,18,21,10,27,18,4,1,11,18,95,31,71,20,13,MIN,CLE,21300115,117,219,"WEDNESDAY, NOVEMBER 13, 2013",02:07
1,11,6,7,6,15,12,1,3,6,5,45,18,28,14,10,1,8,19,5,5,6,13,15,5,0,2,7,55,13,24,15,10,1,5,24,16,21,8,39,22,1,6,15,15,91,30,53,25,23,12,34,9,13,8,29,24,11,3,3,19,95,25,54,25,20,ATL,NYK,21300116,100,186,"WEDNESDAY, NOVEMBER 13, 2013",02:20
5,8,5,6,2,20,15,5,3,10,8,52,16,29,12,11,0,3,7,5,7,5,13,7,5,2,5,7,42,14,37,12,9,0,8,22,6,8,5,42,28,6,4,17,14,92,31,55,16,15,5,15,8,11,12,32,15,11,3,9,11,79,28,76,21,19,SAS,WAS,21300117,94,171,"WEDNESDAY, NOVEMBER 13, 2013",01:56
3,12,17,26,10,16,12,5,3,4,7,60,17,35,10,10,0.5,4,9,6,8,11,16,12,2,3,6,17,54,18,42,13,10,2.5,6,21,25,37,23,35,23,11,8,8,20,111,34,79,23,21,8,21,17,26,19,32,20,4,9,14,27,99,29,73,25,18,DEN,LAL,21300118,114,210,"WEDNESDAY, NOVEMBER 13, 2013",02:14
1,4,8,12,7,20,5,4,2,12,8,41,15,37,6,6,0.5,1,6,8,9,5,18,6,7,1,8,10,43,16,38,11,8,0.5,6,15,14,23,14,37,15,5,3,16,13,90,29,69,15,13,5,15,10,13,10,31,16,11,1,14,21,89,32,71,23,17,POR,PHX,21300120,84,179,"WEDNESDAY, NOVEMBER 13, 2013",02:10
5,11,7,10,5,22,14,5,2,4,11,52,15,37,13,12,2,1,4,13,15,5,25,4,1,4,9,9,40,12,36,10,8,1.5,8,24,17,23,12,38,26,8,3,6,23,107,33,70,24,19,3,13,21,27,10,42,14,2,7,15,23,86,28,70,16,13,SAC,BKN,21300121,92,193,"WEDNESDAY, NOVEMBER 13, 2013",02:07
4,15,7,11,11,15,17,4,1,10,8,53,17,34,9,9,1,4,9,10,12,5,13,19,8,1,7,11,62,20,35,15,13,1,6,28,27,34,18,32,30,15,4,22,23,111,33,58,22,20,6,16,27,33,8,27,27,12,3,22,29,103,29,59,33,19,LAC,OKC,21300122,115,214,"WEDNESDAY, NOVEMBER 13, 2013",02:43
2,10,11,17,7,11,11,7,2,11,9,45,14,28,10,8,2,3,6,8,12,6,16,11,7,1,9,13,55,19,34,13,9,0.333333333,9,22,28,39,14,30,23,9,7,21,19,111,28,50,27,22,5,12,16,20,11,23,19,13,3,13,30,105,37,73,29,19,UTA,NOP,21300119,100,216,"WEDNESDAY, NOVEMBER 13, 2013",02:15
9,11,5,5,2,10,15,4,3,3,11,62,15,35,14,12,2,6,11,12,15,7,17,14,1,1,9,9,62,16,29,16,14,0.5,14,23,12,14,9,22,26,12,5,7,22,116,31,71,27,22,9,22,24,28,13,35,20,4,3,19,17,115,32,58,31,27,GSW,OKC,21300124,124,231,"THURSDAY, NOVEMBER 14, 2013",02:28
3,7,9,14,5,15,9,3,0,5,12,52,17,36,26,12,1.5,4,17,17,18,3,17,8,4,2,9,10,53,12,17,13,13,1.5,8,20,22,27,10,26,20,6,5,9,28,106,30,67,45,24,9,28,38,44,11,32,14,6,6,14,19,109,22,40,36,22,NYK,HOU,21300123,105,215,"THURSDAY, NOVEMBER 14, 2013",02:45
2,8,14,15,2,18,5,2,7,8,11,52,16,26,14,9,1,4,7,1,2,12,11,5,2,4,6,13,37,12,46,11,6,1,5,16,19,21,9,35,14,5,11,13,20,104,35,63,24,22,8,16,9,11,17,23,14,3,10,15,24,77,22,72,20,11,IND,MIL,21300125,89,181,"FRIDAY, NOVEMBER 15, 2013",02:09
7,14,9,15,2,16,14,2,1,8,9,54,12,23,12,11,0.5,3,11,5,7,5,14,14,3,1,7,9,56,21,33,13,13,1,11,24,25,31,6,37,26,6,5,15,23,116,29,58,33,24,5,19,18,23,9,30,21,6,4,16,19,103,35,67,27,22,ATL,PHI,21300127,110,219,"FRIDAY, NOVEMBER 15, 2013",02:11
0,7,9,12,6,17,7,5,6,7,9,31,11,36,9,9,1.5,0,4,7,9,7,23,10,2,4,9,9,45,19,39,10,9,1,5,21,17,22,11,32,19,8,6,16,21,80,24,61,37,20,7,16,17,19,11,37,21,6,5,15,21,96,29,64,19,18,TOR,CHI,21300126,76,176,"FRIDAY, NOVEMBER 15, 2013",02:12
3,7,10,13,3,20,9,3,1,12,13,51,16,30,10,9,1.5,5,17,12,13,2,16,12,6,1,6,9,57,15,27,13,10,0.666666667,7,18,15,19,4,30,17,8,4,15,21,96,30,63,26,14,9,26,20,22,8,39,21,9,2,18,20,109,31,56,27,18,BOS,POR,21300128,108,205,"FRIDAY, NOVEMBER 15, 2013",02:09
0,5,7,10,6,14,10,8,4,7,6,37,15,36,9,8,0,2,8,3,4,8,19,9,3,3,13,7,33,12,32,8,8,0,4,15,12,17,10,33,19,10,6,15,17,80,28,64,18,15,8,21,14,20,12,35,23,8,8,16,13,86,24,60,16,13,CLE,CHA,21300129,70,166,"FRIDAY, NOVEMBER 15, 2013",02:05
1,5,13,15,2,18,8,10,4,10,6,60,22,34,18,13,0.5,7,14,6,6,3,13,11,6,0,13,9,51,12,26,13,12,1,5,13,25,30,4,30,17,19,5,16,15,110,35,61,39,17,12,28,18,21,6,28,22,11,6,24,20,104,25,46,28,21,MIA,DAL,21300130,111,214,"FRIDAY, NOVEMBER 15, 2013",02:24
3,11,3,4,9,14,14,5,3,7,6,56,22,44,12,10,1,3,8,3,3,4,17,15,5,1,11,8,60,24,38,16,13,0,7,20,16,21,14,32,28,7,9,15,17,117,40,77,19,16,6,22,15,19,11,31,22,10,2,16,22,113,40,72,28,27,DEN,MIN,21300131,116,230,"FRIDAY, NOVEMBER 15, 2013",02:27
3,10,15,17,3,17,8,6,4,7,11,50,13,29,13,13,0,1,6,9,12,7,18,7,3,0,10,13,46,17,37,12,12,1.5,10,25,20,24,9,32,15,6,4,14,20,92,21,48,17,15,2,12,20,25,11,31,14,8,4,10,22,92,33,68,23,17,PHX,BKN,21300132,96,184,"FRIDAY, NOVEMBER 15, 2013",02:31
3,8,3,4,10,21,6,4,2,8,9,46,17,40,10,8,1.5,0,7,3,6,2,17,10,4,0,6,6,41,19,35,10,8,0,5,16,7,11,16,34,16,9,4,18,23,82,30,75,20,15,4,15,17,22,7,36,19,8,5,17,15,91,31,61,22,17,UTA,SAS,21300133,87,173,"FRIDAY, NOVEMBER 15, 2013",02:02
4,12,2,6,3,22,12,2,4,5,10,40,13,30,12,10,0.5,0,6,8,8,5,22,12,1,4,3,5,40,16,39,12,8,0.5,10,24,6,11,4,36,25,6,8,11,17,86,25,56,25,18,1,13,14,14,10,41,27,7,5,9,13,89,36,72,28,18,LAL,MEM,21300134,80,175,"FRIDAY, NOVEMBER 15, 2013",02:03
5,12,8,12,6,17,13,3,2,10,12,51,14,26,12,9,1,3,10,11,16,6,14,13,6,1,6,12,54,17,34,11,7,1.25,10,25,12,17,11,32,22,4,5,17,19,90,24,55,26,18,6,23,15,24,13,33,26,10,6,12,20,97,32,62,21,16,SAC,DET,21300135,105,187,"FRIDAY, NOVEMBER 15, 2013",02:28
5,15,4,7,9,14,11,2,1,3,10,41,11,31,9,9,2,2,5,13,15,3,18,6,2,5,8,11,45,13,27,20,7,1,8,27,15,20,10,26,20,5,3,8,20,81,21,56,22,14,6,15,21,23,6,37,18,5,8,15,22,97,29,54,30,15,CHA,MIA,21300136,86,178,"SATURDAY, NOVEMBER 16, 2013",02:06
1,9,7,9,4,18,14,1,0,9,5,46,18,30,10,9,0,4,15,3,4,3,14,15,9,2,2,6,59,22,33,10,9,0,4,15,22,28,5,35,22,4,1,17,21,100,33,56,25,16,10,27,12,18,5,25,27,12,3,8,22,108,33,57,19,18,ORL,DAL,21300137,105,208,"SATURDAY, NOVEMBER 16, 2013",02:15
3,12,10,13,4,16,13,7,0,10,8,49,15,29,16,9,1.5,6,11,10,11,1,14,7,6,5,13,12,44,8,22,17,8,2,6,21,16,22,12,32,22,11,3,17,16,90,28,62,26,22,9,20,19,20,5,33,16,11,6,20,19,90,22,51,32,15,WAS,CLE,21300138,93,180,"SATURDAY, NOVEMBER 16, 2013",02:26
